"X","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand","Spreadsheet..Win","Spreadsheet..Win2","Spreadsheet..Win3","Spreadsheet..randF","Manipulation..Spreadsheet","Store..MoneyLow","Store..MoneyHigh","Store..MoneyReward","Store..Loss","csum_t","Random_ID"
1243,48,1701888098250,"06/12/2023 18:41:38",1701888098250,0,"06/12/2023 18:41:38",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",19,"Rating","Screen 1","poh9ia",1,"response",68,1883.19999999998,2300,2307.29999999999,1883.19999999998,2300,2307.29999999999,1,1883.19999999998,424.100000000006,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",7,NA,NA,NA,NA,NA,0.06,NA,NA,NA,43698.0999998629,"MDPRF47987"
1244,50,1701888099908,"06/12/2023 18:41:39",1701888099908,0,"06/12/2023 18:41:39",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",20,"Rating","Screen 1","poh9ia",1,"response",33,950,1649.89999999999,1665.89999999403,950,1649.89999999999,1665.89999999403,1,950,715.899999994028,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",7,NA,NA,NA,NA,NA,0.06,NA,NA,NA,45363.9999998569,"MDPRF47987"
1245,52,1701888101962,"06/12/2023 18:41:41",1701888101962,0,"06/12/2023 18:41:41",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",21,"Rating","Screen 1","poh9ia",1,"response",46,1533.29999999999,2066.69999999998,2069.69999998211,1533.29999999999,2066.69999999998,2069.69999998211,1,1533.29999999999,536.399999982124,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",7,NA,NA,NA,NA,NA,0.06,NA,NA,NA,47433.699999839,"MDPRF47987"
1246,55,1701888135789,"06/12/2023 18:42:15",1701888135789,0,"06/12/2023 18:42:15",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",22,"Rating","Screen 1","poh9ia",1,"response",57,2083.19999999998,2849.89999999999,2863.69999998211,2083.19999999998,2849.89999999999,2863.69999998211,1,2083.19999999998,780.49999998213,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",8,NA,NA,NA,NA,NA,0.06,NA,NA,NA,50297.3999998212,"MDPRF47987"
1247,57,1701888137309,"06/12/2023 18:42:17",1701888137309,0,"06/12/2023 18:42:17",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",23,"Rating","Screen 1","poh9ia",1,"response",41,1116.70000000001,1516.70000000001,1533.40000000002,1116.70000000001,1516.70000000001,1533.40000000002,1,1116.70000000001,416.700000000012,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",8,NA,NA,NA,NA,NA,0.06,NA,NA,NA,51830.7999998212,"MDPRF47987"
1248,59,1701888139350,"06/12/2023 18:42:19",1701888139350,0,"06/12/2023 18:42:19",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",24,"Rating","Screen 1","poh9ia",1,"response",77,1383.39999999999,2049.89999999999,2057.70000000595,1383.39999999999,2049.89999999999,2057.70000000595,1,1383.39999999999,674.300000005955,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",8,NA,NA,NA,NA,NA,0.06,NA,NA,NA,53888.4999998271,"MDPRF47987"
1249,62,1701888173839,"06/12/2023 18:42:53",1701888173839,0,"06/12/2023 18:42:53",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",25,"Rating","Screen 1","poh9ia",1,"response",76,2882.70000000001,3516.09999999998,3530.19999998808,2882.70000000001,3516.09999999998,3530.19999998808,1,2882.70000000001,647.499999988067,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",9,NA,NA,NA,NA,NA,0.06,NA,NA,NA,57418.6999998152,"MDPRF47987"
1250,64,1701888175257,"06/12/2023 18:42:55",1701888175257,0,"06/12/2023 18:42:55",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",26,"Rating","Screen 1","poh9ia",1,"response",57,983.100000000035,1416.5,1432.0999999881,983.100000000035,1416.5,1432.0999999881,1,983.100000000035,448.999999988067,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",9,NA,NA,NA,NA,NA,0.06,NA,NA,NA,58850.7999998033,"MDPRF47987"
1251,66,1701888176823,"06/12/2023 18:42:56",1701888176823,0,"06/12/2023 18:42:56",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x739",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",27,"Rating","Screen 1","poh9ia",1,"response",41,1100,1566.70000000001,1581.49999999406,1100,1566.70000000001,1581.49999999406,1,1100,481.499999994063,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",9,NA,NA,NA,NA,NA,0.06,NA,NA,NA,60432.2999997974,"MDPRF47987"
1252,69,1701888210584,"06/12/2023 18:43:30",1701888210584,0,"06/12/2023 18:43:30",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",28,"Rating","Screen 1","poh9ia",1,"response",36,2416.60000000003,2799.80000000005,2809.30000000598,2416.60000000003,2799.80000000005,2809.30000000598,1,2416.60000000003,392.700000005949,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",10,NA,NA,NA,NA,NA,0.06,NA,NA,NA,63241.5999998034,"MDPRF47987"
1253,71,1701888211896,"06/12/2023 18:43:31",1701888211896,0,"06/12/2023 18:43:31",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",29,"Rating","Screen 1","poh9ia",1,"response",84,933.5,1316.79999999999,1321.19999999402,933.5,1316.79999999999,1321.19999999402,1,933.5,387.699999994016,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",10,NA,NA,NA,NA,NA,0.06,NA,NA,NA,64562.7999997974,"MDPRF47987"
1254,73,1701888213271,"06/12/2023 18:43:33",1701888213271,0,"06/12/2023 18:43:33",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",30,"Rating","Screen 1","poh9ia",1,"response",61,966.700000000012,1366.70000000001,1379.49999998807,966.700000000012,1366.70000000001,1379.49999998807,1,966.700000000012,412.799999988056,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",10,NA,NA,NA,NA,NA,0.06,NA,NA,NA,65942.2999997854,"MDPRF47987"
1255,76,1701888246273,"06/12/2023 18:44:06",1701888246273,0,"06/12/2023 18:44:06",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",31,"Rating","Screen 1","poh9ia",1,"response",84,1433.29999999999,2033.40000000002,2047.90000000596,1433.29999999999,2033.40000000002,2047.90000000596,1,1433.29999999999,614.600000005972,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",11,NA,NA,NA,NA,NA,0.06,NA,NA,NA,67990.1999997914,"MDPRF47987"
1256,78,1701888247917,"06/12/2023 18:44:07",1701888247917,0,"06/12/2023 18:44:07",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",32,"Rating","Screen 1","poh9ia",1,"response",68,1033.39999999997,1650,1658.79999998806,1033.39999999997,1650,1658.79999998806,1,1033.39999999997,625.399999988091,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",11,NA,NA,NA,NA,NA,0.06,NA,NA,NA,69648.9999997795,"MDPRF47987"
1257,80,1701888249374,"06/12/2023 18:44:09",1701888249374,0,"06/12/2023 18:44:09",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",33,"Rating","Screen 1","poh9ia",1,"response",26,1033.29999999999,1450,1465.09999999998,1033.29999999999,1450,1465.09999999998,1,1033.29999999999,431.799999999988,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",11,NA,NA,NA,NA,NA,0.06,NA,NA,NA,71114.0999997794,"MDPRF47987"
1258,83,1701888287325,"06/12/2023 18:44:47",1701888287325,0,"06/12/2023 18:44:47",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",34,"Rating","Screen 1","poh9ia",1,"response",80,6366.80000000005,6983.20000000001,6999.19999998214,6366.80000000005,6983.20000000001,6999.19999998214,1,6366.80000000005,632.399999982095,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",12,NA,NA,NA,NA,NA,0.06,NA,NA,NA,78113.2999997616,"MDPRF47987"
1259,85,1701888289044,"06/12/2023 18:44:49",1701888289044,0,"06/12/2023 18:44:49",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",35,"Rating","Screen 1","poh9ia",1,"response",64,1200.20000000001,1733.29999999999,1735.79999999405,1200.20000000001,1733.29999999999,1735.79999999405,1,1200.20000000001,535.59999999404,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",12,NA,NA,NA,NA,NA,0.06,NA,NA,NA,79849.0999997556,"MDPRF47987"
1260,87,1701888290949,"06/12/2023 18:44:50",1701888290949,0,"06/12/2023 18:44:50",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",36,"Rating","Screen 1","poh9ia",1,"response",30,1300.10000000003,1900.10000000003,1907.19999998214,1300.10000000003,1900.10000000003,1907.19999998214,1,1300.10000000003,607.099999982107,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",12,NA,NA,NA,NA,NA,0.06,NA,NA,NA,81756.2999997378,"MDPRF47987"
1261,92,1701888307054,"06/12/2023 18:45:07",1701888307054,0,"06/12/2023 18:45:07",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",37,"Rating","Screen 1","poh9ia",1,"response",90,1250,1666.70000000001,1678.99999999406,1250,1666.70000000001,1678.99999999406,1,1250,428.999999994063,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",13,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,83435.2999997318,"MDPRF47987"
1262,94,1701888308667,"06/12/2023 18:45:08",1701888308667,0,"06/12/2023 18:45:08",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",38,"Rating","Screen 1","poh9ia",1,"response",4,1116.5,1616.70000000001,1624.49999998213,1116.5,1616.70000000001,1624.49999998213,1,1116.5,507.99999998213,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",13,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,85059.799999714,"MDPRF47987"
1263,96,1701888310239,"06/12/2023 18:45:10",1701888310239,0,"06/12/2023 18:45:10",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",39,"Rating","Screen 1","poh9ia",1,"response",25,1183.29999999999,1566.90000000002,1580.59999999404,1183.29999999999,1566.90000000002,1580.59999999404,1,1183.29999999999,397.299999994051,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",13,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,86640.399999708,"MDPRF47987"
1264,99,1701888343051,"06/12/2023 18:45:43",1701888343051,0,"06/12/2023 18:45:43",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",40,"Rating","Screen 1","poh9ia",1,"response",7,1383.10000000003,1850.10000000003,1858.60000000597,1383.10000000003,1850.10000000003,1858.60000000597,1,1383.10000000003,475.500000005937,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",14,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,88498.999999714,"MDPRF47987"
1265,101,1701888344447,"06/12/2023 18:45:44",1701888344447,0,"06/12/2023 18:45:44",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",41,"Rating","Screen 1","poh9ia",1,"response",17,750,1399.89999999997,1404.69999999402,750,1399.89999999997,1404.69999999402,1,750,654.699999994016,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",14,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,89903.699999708,"MDPRF47987"
1266,103,1701888345518,"06/12/2023 18:45:45",1701888345518,0,"06/12/2023 18:45:45",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",42,"Rating","Screen 1","poh9ia",1,"response",96,666.600000000035,1066.70000000001,1075.99999998213,666.600000000035,1066.70000000001,1075.99999998213,1,666.600000000035,409.399999982095,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",14,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,90979.6999996901,"MDPRF47987"
1267,106,1701888378607,"06/12/2023 18:46:18",1701888378607,0,"06/12/2023 18:46:18",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",43,"Rating","Screen 1","poh9ia",1,"response",5,1633.29999999999,2116.59999999998,2132.09999998211,1633.29999999999,2116.59999999998,2132.09999998211,1,1633.29999999999,498.799999982119,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",15,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,93111.7999996722,"MDPRF47987"
1268,108,1701888380111,"06/12/2023 18:46:20",1701888380111,0,"06/12/2023 18:46:20",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",44,"Rating","Screen 1","poh9ia",1,"response",17,916.799999999988,1516.60000000003,1518.70000000001,916.799999999988,1516.60000000003,1518.70000000001,1,916.799999999988,601.900000000023,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",15,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,94630.4999996722,"MDPRF47987"
1269,110,1701888381491,"06/12/2023 18:46:21",1701888381491,0,"06/12/2023 18:46:21",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",45,"Rating","Screen 1","poh9ia",1,"response",78,1000,1366.79999999999,1382.50000000594,1000,1366.79999999999,1382.50000000594,1,1000,382.500000005937,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",15,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,96012.9999996782,"MDPRF47987"
1270,113,1701888418929,"06/12/2023 18:46:58",1701888418929,0,"06/12/2023 18:46:58",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",46,"Rating","Screen 1","poh9ia",1,"response",82,2933.39999999991,6483.29999999993,6487.19999999995,2933.39999999991,6483.29999999993,6487.19999999995,1,2933.39999999991,3553.80000000005,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",16,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,102500.199999678,"MDPRF47987"
1271,115,1701888420051,"06/12/2023 18:47:00",1701888420051,0,"06/12/2023 18:47:00",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",47,"Rating","Screen 1","poh9ia",1,"response",22,716.800000000047,1116.70000000007,1125.80000000598,716.800000000047,1116.70000000007,1125.80000000598,1,716.800000000047,409.000000005937,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",16,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,103625.999999684,"MDPRF47987"
1272,117,1701888421751,"06/12/2023 18:47:01",1701888421751,0,"06/12/2023 18:47:01",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",48,"Rating","Screen 1","poh9ia",1,"response",53,1350,1700.09999999998,1708.89999998803,1350,1700.09999999998,1708.89999998803,1,1350,358.899999988033,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",16,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,105334.899999672,"MDPRF47987"
1273,120,1701888454730,"06/12/2023 18:47:34",1701888454730,0,"06/12/2023 18:47:34",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",49,"Rating","Screen 1","poh9ia",1,"response",70,1416.59999999998,2017.29999999993,2021.09999999998,1416.59999999998,2017.29999999993,2021.09999999998,1,1416.59999999998,604.5,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",17,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,107355.999999672,"MDPRF47987"
1274,122,1701888456530,"06/12/2023 18:47:36",1701888456530,0,"06/12/2023 18:47:36",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",50,"Rating","Screen 1","poh9ia",1,"response",62,882.800000000047,1799.5,1803.39999999409,882.800000000047,1799.5,1803.39999999409,1,882.800000000047,920.59999999404,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",17,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,109159.399999666,"MDPRF47987"
1275,124,1701888458250,"06/12/2023 18:47:38",1701888458250,0,"06/12/2023 18:47:38",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",51,"Rating","Screen 1","poh9ia",1,"response",52,1300,1716.70000000007,1724.20000000601,1300,1716.70000000007,1724.20000000601,1,1300,424.200000006007,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",17,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,110883.599999672,"MDPRF47987"
1276,127,1701888490985,"06/12/2023 18:48:10",1701888490985,0,"06/12/2023 18:48:10",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",52,"Rating","Screen 1","poh9ia",1,"response",68,1400,1770.79999999993,1775.79999998806,1400,1770.79999999993,1775.79999998806,1,1400,375.799999988056,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",18,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,112659.39999966,"MDPRF47987"
1277,129,1701888493102,"06/12/2023 18:48:13",1701888493102,0,"06/12/2023 18:48:13",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",53,"Rating","Screen 1","poh9ia",1,"response",61,1746,2112.70000000007,2122.20000000601,1746,2112.70000000007,2122.20000000601,1,1746,376.200000006007,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",18,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,114781.599999666,"MDPRF47987"
1278,131,1701888495150,"06/12/2023 18:48:15",1701888495150,0,"06/12/2023 18:48:15",152734,15,"task-ckbn",NA,33498663,9909514,NA,"complete",NA,"6570bd85f809227902a23c1a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","767x730",NA,NA,0,"Rest + Money + Mood rating",33,"In","BCADLEKFJGIH",NA,"In",1,"Spreadsheet1",54,"Rating","Screen 1","poh9ia",1,"response",43,1200.09999999998,2049.90000000002,2057.50000000594,1200.09999999998,2049.90000000002,2057.50000000594,1,1200.09999999998,857.40000000596,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",18,NA,NA,NA,NA,NA,0.06,NA,0.2,NA,116839.099999672,"MDPRF47987"
