"X","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand","Spreadsheet..Win","Spreadsheet..Win2","Spreadsheet..Win3","Spreadsheet..randF","Manipulation..Spreadsheet","Store..MoneyLow","Store..MoneyHigh","Store..MoneyReward","Store..Loss","csum_t","Random_ID"
2773,48,1701889028892,"06/12/2023 18:57:08",1701871028892,-5,"06/12/2023 08:57:08",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",19,"Rating","Screen 1","poh9ia",1,"response",49,2199.91199999998,3271.48299999998,3279.24699999887,2199.91199999998,3271.48299999998,3279.24699999887,1,2199.91199999998,1079.33499999889,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",7,NA,NA,NA,NA,NA,NA,3.03,NA,NA,72152.1539999832,"MDPRF15273"
2774,50,1701889033183,"06/12/2023 18:57:13",1701871033183,-5,"06/12/2023 08:57:13",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",20,"Rating","Screen 1","poh9ia",1,"response",82,3166.54000000001,4283.16199999998,4298.56399999963,3166.54000000001,4283.16199999998,4298.56399999963,1,3166.54000000001,1132.02399999963,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",7,NA,NA,NA,NA,NA,NA,3.03,NA,NA,76450.7179999828,"MDPRF15273"
2775,52,1701889035968,"06/12/2023 18:57:15",1701871035968,-5,"06/12/2023 08:57:15",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",21,"Rating","Screen 1","poh9ia",1,"response",1,1649.93400000001,2783.22200000001,2799.88799999998,1649.93400000001,2783.22200000001,2799.88799999998,1,1649.93400000001,1149.95399999997,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",7,NA,NA,NA,NA,NA,NA,3.03,NA,NA,79250.6059999828,"MDPRF15273"
2776,55,1701889070409,"06/12/2023 18:57:50",1701871070409,-5,"06/12/2023 08:57:50",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",22,"Rating","Screen 1","poh9ia",1,"response",82,2474.03499999997,3473.995,3490.66100000002,2474.03499999997,3473.995,3490.66100000002,1,2474.03499999997,1016.62600000005,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",8,NA,NA,NA,NA,NA,NA,3.03,NA,NA,82741.2669999828,"MDPRF15273"
2777,57,1701889073315,"06/12/2023 18:57:53",1701871073315,-5,"06/12/2023 08:57:53",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",23,"Rating","Screen 1","poh9ia",1,"response",1,1683.266,2916.54999999999,2924.52999999886,1683.266,2916.54999999999,2924.52999999886,1,1683.266,1241.26399999886,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",8,NA,NA,NA,NA,NA,NA,3.03,NA,NA,85665.7969999817,"MDPRF15273"
2778,59,1701889076236,"06/12/2023 18:57:56",1701871076236,-5,"06/12/2023 08:57:56",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",24,"Rating","Screen 1","poh9ia",1,"response",51,1716.598,2916.54999999999,2928.97999999887,1716.598,2916.54999999999,2928.97999999887,1,1716.598,1212.38199999888,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",8,NA,NA,NA,NA,NA,NA,3.03,NA,NA,88594.7769999806,"MDPRF15273"
2779,62,1701889111357,"06/12/2023 18:58:31",1701871111357,-5,"06/12/2023 08:58:31",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",25,"Rating","Screen 1","poh9ia",1,"response",86,3024.95900000003,4158.24700000003,4172.21899999963,3024.95900000003,4158.24700000003,4172.21899999963,1,3024.95900000003,1147.2599999996,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",9,NA,NA,NA,NA,NA,NA,3.03,NA,NA,92766.9959999802,"MDPRF15273"
2780,64,1701889114239,"06/12/2023 18:58:34",1701871114239,-5,"06/12/2023 08:58:34",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",26,"Rating","Screen 1","poh9ia",1,"response",0,1783.26199999999,2883.21799999999,2894.17199999886,1783.26199999999,2883.21799999999,2894.17199999886,1,1783.26199999999,1110.90999999887,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",9,NA,NA,NA,NA,NA,NA,3.03,NA,NA,95661.167999979,"MDPRF15273"
2781,66,1701889117155,"06/12/2023 18:58:37",1701871117155,-5,"06/12/2023 08:58:37",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",27,"Rating","Screen 1","poh9ia",1,"response",51,1999.91999999998,2916.54999999999,2922.95399999886,1999.91999999998,2916.54999999999,2922.95399999886,1,1999.91999999998,923.033999998879,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",9,NA,NA,NA,NA,NA,NA,3.03,NA,NA,98584.1219999779,"MDPRF15273"
2782,69,1701889151327,"06/12/2023 18:59:11",1701871151327,-5,"06/12/2023 08:59:11",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",28,"Rating","Screen 1","poh9ia",1,"response",99,2173.53100000002,3190.15700000001,3198.14299999888,2173.53100000002,3190.15700000001,3198.14299999888,1,2173.53100000002,1024.61199999886,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",10,NA,NA,NA,NA,NA,NA,3.03,NA,NA,101782.264999977,"MDPRF15273"
2783,71,1701889154427,"06/12/2023 18:59:14",1701871154427,-5,"06/12/2023 08:59:14",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",29,"Rating","Screen 1","poh9ia",1,"response",50,1916.58999999997,3099.87599999999,3107.28599999961,1916.58999999997,3099.87599999999,3107.28599999961,1,1916.58999999997,1190.69599999965,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",10,NA,NA,NA,NA,NA,NA,3.03,NA,NA,104889.550999976,"MDPRF15273"
2784,73,1701889158764,"06/12/2023 18:59:18",1701871158764,-5,"06/12/2023 08:59:18",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",30,"Rating","Screen 1","poh9ia",1,"response",2,3033.212,4333.15999999997,4344.70999999851,3033.212,4333.15999999997,4344.70999999851,1,3033.212,1311.49799999851,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",10,NA,NA,NA,NA,NA,NA,3.03,NA,NA,109234.260999975,"MDPRF15273"
2785,76,1701889193479,"06/12/2023 18:59:53",1701871193479,-5,"06/12/2023 08:59:53",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",31,"Rating","Screen 1","poh9ia",1,"response",50,2833.22000000003,3749.84999999998,3759.55299999926,2833.22000000003,3749.84999999998,3759.55299999926,1,2833.22000000003,926.332999999228,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",11,NA,NA,NA,NA,NA,NA,3.03,NA,NA,112993.813999974,"MDPRF15273"
2786,78,1701889197460,"06/12/2023 18:59:57",1701871197460,-5,"06/12/2023 08:59:57",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",32,"Rating","Screen 1","poh9ia",1,"response",1,2733.22400000005,3983.174,3991.50300000003,2733.22400000005,3983.174,3991.50300000003,1,2733.22400000005,1258.27899999998,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",11,NA,NA,NA,NA,NA,NA,3.03,NA,NA,116985.316999974,"MDPRF15273"
2787,80,1701889200087,"06/12/2023 19:00:00",1701871200087,-5,"06/12/2023 09:00:00",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",33,"Rating","Screen 1","poh9ia",1,"response",99,1399.94400000002,2615.31800000003,2631.98400000005,1399.94400000002,2615.31800000003,2631.98400000005,1,1399.94400000002,1232.04000000004,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",11,NA,NA,NA,NA,NA,NA,3.03,NA,NA,119617.300999974,"MDPRF15273"
2788,83,1701889233994,"06/12/2023 19:00:33",1701871233994,-5,"06/12/2023 09:00:33",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",34,"Rating","Screen 1","poh9ia",1,"response",0,1966.58799999999,2949.88199999998,2954.43699999963,1966.58799999999,2949.88199999998,2954.43699999963,1,1966.58799999999,987.848999999638,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",12,NA,NA,NA,NA,NA,NA,3.03,NA,NA,122571.737999974,"MDPRF15273"
2789,85,1701889236944,"06/12/2023 19:00:36",1701871236944,-5,"06/12/2023 09:00:36",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",35,"Rating","Screen 1","poh9ia",1,"response",99,1799.92800000001,2949.88200000004,2953.7549999989,1799.92800000001,2949.88200000004,2953.7549999989,1,1799.92800000001,1153.82699999888,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",12,NA,NA,NA,NA,NA,NA,3.03,NA,NA,125525.492999973,"MDPRF15273"
2790,87,1701889242957,"06/12/2023 19:00:42",1701871242957,-5,"06/12/2023 09:00:42",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",36,"Rating","Screen 1","poh9ia",1,"response",51,3125.348,6008.56599999999,6017.1729999996,3125.348,6008.56599999999,6017.1729999996,1,3125.348,2891.8249999996,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",12,NA,NA,NA,NA,NA,NA,3.03,NA,NA,131542.665999972,"MDPRF15273"
2791,92,1701889317275,"06/12/2023 19:01:57",1701871317275,-5,"06/12/2023 09:01:57",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",37,"Rating","Screen 1","poh9ia",1,"response",48,3283.20200000005,4316.49399999995,4328.95499999926,3283.20200000005,4316.49399999995,4328.95499999926,1,3283.20200000005,1045.75299999921,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",13,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,135871.620999972,"MDPRF15273"
2792,94,1701889320115,"06/12/2023 19:02:00",1701871320115,-5,"06/12/2023 09:02:00",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",38,"Rating","Screen 1","poh9ia",1,"response",99,2049.91800000006,2838.58900000004,2852.46099999931,2049.91800000006,2838.58900000004,2852.46099999931,1,2049.91800000006,802.542999999248,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",13,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,138724.081999971,"MDPRF15273"
2793,96,1701889323531,"06/12/2023 19:02:03",1701871323531,-5,"06/12/2023 09:02:03",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",39,"Rating","Screen 1","poh9ia",1,"response",0,2299.90800000005,3416.53000000003,3430.57199999853,2299.90800000005,3416.53000000003,3430.57199999853,1,2299.90800000005,1130.66399999848,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",13,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,142154.653999969,"MDPRF15273"
2794,99,1701889358390,"06/12/2023 19:02:38",1701871358390,-5,"06/12/2023 09:02:38",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",40,"Rating","Screen 1","poh9ia",1,"response",95,2849.88599999994,3899.84400000004,3903.75799999887,2849.88599999994,3899.84400000004,3903.75799999887,1,2849.88599999994,1053.87199999893,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",14,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,146058.411999968,"MDPRF15273"
2795,101,1701889361616,"06/12/2023 19:02:41",1701871361616,-5,"06/12/2023 09:02:41",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",41,"Rating","Screen 1","poh9ia",1,"response",1,2033.03399999999,3216.31999999995,3230.11399999994,2033.03399999999,3216.31999999995,3230.11399999994,1,2033.03399999999,1197.07999999996,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",14,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,149288.525999968,"MDPRF15273"
2796,103,1701889364389,"06/12/2023 19:02:44",1701871364389,-5,"06/12/2023 09:02:44",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",42,"Rating","Screen 1","poh9ia",1,"response",68,1849.92599999998,2783.22199999995,2786.59399999888,1849.92599999998,2783.22199999995,2786.59399999888,1,1849.92599999998,936.667999998899,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",14,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,152075.119999967,"MDPRF15273"
2797,106,1701889399174,"06/12/2023 19:03:19",1701871399174,-5,"06/12/2023 09:03:19",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",43,"Rating","Screen 1","poh9ia",1,"response",0,2533.23199999996,3816.51399999997,3820.71699999995,2533.23199999996,3816.51399999997,3820.71699999995,1,2533.23199999996,1287.48499999999,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",15,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,155895.836999967,"MDPRF15273"
2798,108,1701889402620,"06/12/2023 19:03:22",1701871402620,-5,"06/12/2023 09:03:22",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",44,"Rating","Screen 1","poh9ia",1,"response",96,2585.92599999998,3435.89199999999,3449.40299999923,2585.92599999998,3435.89199999999,3449.40299999923,1,2585.92599999998,863.476999999257,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",15,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,159345.239999966,"MDPRF15273"
2799,110,1701889407019,"06/12/2023 19:03:27",1701871407019,-5,"06/12/2023 09:03:27",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",45,"Rating","Screen 1","poh9ia",1,"response",51,2016.58600000001,4399.82400000002,4413.11099999887,2016.58600000001,4399.82400000002,4413.11099999887,1,2016.58600000001,2396.52499999886,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",15,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,163758.350999965,"MDPRF15273"
2800,113,1701889441658,"06/12/2023 19:04:01",1701871441658,-5,"06/12/2023 09:04:01",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",46,"Rating","Screen 1","poh9ia",1,"response",51,2670,3669.95999999996,3685.728,2670,3669.95999999996,3685.728,1,2670,1015.728,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",16,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,167444.078999965,"MDPRF15273"
2801,115,1701889444235,"06/12/2023 19:04:04",1701871444235,-5,"06/12/2023 09:04:04",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",47,"Rating","Screen 1","poh9ia",1,"response",1,1533.272,2583.2300000001,2592.9679999993,1533.272,2583.2300000001,2592.9679999993,1,1533.272,1059.6959999993,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",16,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,170037.046999965,"MDPRF15273"
2802,117,1701889447176,"06/12/2023 19:04:07",1701871447176,-5,"06/12/2023 09:04:07",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",48,"Rating","Screen 1","poh9ia",1,"response",99,1816.59399999992,2933.2159999999,2949.88199999987,1816.59399999992,2933.2159999999,2949.88199999987,1,1816.59399999992,1133.28799999994,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",16,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,172986.928999964,"MDPRF15273"
2803,120,1701889482781,"06/12/2023 19:04:42",1701871482781,-5,"06/12/2023 09:04:42",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",49,"Rating","Screen 1","poh9ia",1,"response",99,2617.37100000004,4633.95700000005,4650.62300000002,2617.37100000004,4633.95700000005,4650.62300000002,1,2617.37100000004,2033.25199999998,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",17,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,177637.551999964,"MDPRF15273"
2804,122,1701889486353,"06/12/2023 19:04:46",1701871486353,-5,"06/12/2023 09:04:46",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",50,"Rating","Screen 1","poh9ia",1,"response",0,1783.26199999999,3583.19000000006,3590.80299999926,1783.26199999999,3583.19000000006,3590.80299999926,1,1783.26199999999,1807.54099999927,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",17,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,181228.354999964,"MDPRF15273"
2805,124,1701889489779,"06/12/2023 19:04:49",1701871489779,-5,"06/12/2023 09:04:49",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",51,"Rating","Screen 1","poh9ia",1,"response",50,2483.23399999994,3416.52999999991,3433.19599999988,2483.23399999994,3416.52999999991,3433.19599999988,1,2483.23399999994,949.961999999941,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",17,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,184661.550999964,"MDPRF15273"
2806,127,1701889525457,"06/12/2023 19:05:25",1701871525457,-5,"06/12/2023 09:05:25",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",52,"Rating","Screen 1","poh9ia",1,"response",0,3599.85600000003,4733.14400000009,4743.49600000004,3599.85600000003,4733.14400000009,4743.49600000004,1,3599.85600000003,1143.64000000001,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",18,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,189405.046999964,"MDPRF15273"
2807,129,1701889527972,"06/12/2023 19:05:27",1701871527972,-5,"06/12/2023 09:05:27",152734,15,"task-kzsr",NA,33499297,9909545,NA,"complete",NA,"6570bed78dd0c694f5572f11","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x754",NA,NA,0,"Rest + Money + Mood rating",33,"In","IJHKGLFAEBDC",NA,"In",2,"Spreadsheet2",53,"Rating","Screen 1","poh9ia",1,"response",50,1549.93799999997,2516.56599999999,2524.65199999884,1549.93799999997,2516.56599999999,2524.65199999884,1,1549.93799999997,974.713999998872,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",18,NA,NA,NA,NA,NA,NA,3.03,0.15,NA,191929.698999962,"MDPRF15273"
