"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","branch.mcuq","Random_ID"
1,1692272977329,"17/08/2023 11:49",1692276577329,1,"17/08/2023 13:49",140895,11,"questionnaire-qxhw",NA,31230639,NA,"complete",NA,"64de02b7326b177d85d63964","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x931",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG","1-0",1,"","MDPRF78720"
1,1692272516999,"17/08/2023 11:41",1692276116999,1,"17/08/2023 13:41",140895,11,"questionnaire-qxhw",NA,31230511,NA,"complete",NA,"64de04fcb7001124abd6392c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x783",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH","1-0",1,"","MDPRF91978"
1,1692658693465,"21/08/2023 22:58",1692662293465,1,"22/08/2023 00:58",140895,11,"questionnaire-qxhw",NA,31275171,NA,"complete",NA,"64e3e94c705556bd8c2579b1","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x931",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA","1-0",1,"","MDPRF28694"
1,1692621317771,"21/08/2023 12:35",1692624917771,1,"21/08/2023 14:35",140895,11,"questionnaire-qxhw",NA,31267229,NA,"complete",NA,"64e35442fc5451919b22bc06","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x739",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL","1-0",1,"","MDPRF90079"
1,1692602356454,"21/08/2023 07:19",1692605956454,1,"21/08/2023 09:19",140895,11,"questionnaire-qxhw",NA,31264895,NA,"complete",NA,"64e30d0ac2c662ff2bf16f3c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1366x735",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJLK","1-0",1,"","MDPRF04190"
1,1692487808701,"19/08/2023 23:30",1692491408701,1,"20/08/2023 01:30",140895,11,"questionnaire-qxhw",NA,31259788,NA,"complete",NA,"64e14c8b312d89f6e54938d6","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.5","1440x900","1440x710",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ","1-0",1,"","MDPRF17949"
1,1692455889788,"19/08/2023 14:38",1692459489788,1,"19/08/2023 16:38",140895,11,"questionnaire-qxhw",NA,31255902,NA,"complete",NA,"64e0d026da5528b0f8d9f4e0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x707",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI","1-0",1,"","MDPRF66080"
1,1692447982316,"19/08/2023 12:26",1692451582316,1,"19/08/2023 14:26",140895,11,"questionnaire-qxhw",NA,31255052,NA,"complete",NA,"64e0b2bf7d7d370fb1e87bd4","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1442x945",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH","1-0",1,"","MDPRF93511"
1,1692371888013,"18/08/2023 15:18",1692375488013,1,"18/08/2023 17:18",140895,11,"questionnaire-qxhw",NA,31247854,NA,"rejected - time limit reached",NA,"64df8799051b63398ae8f4c2","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.1","1800x1169","1800x958",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG","1-0",1,"","MDPRF87016"
1,1692369158387,"18/08/2023 14:32",1692372758387,1,"18/08/2023 16:32",140895,11,"questionnaire-qxhw",NA,31247229,NA,"complete",NA,"64df70ad330cbb1e7cfa554f","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x963",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF","1-0",1,"","MDPRF45424"
1,1692313188460,"17/08/2023 22:59",1692316788460,1,"18/08/2023 00:59",140895,11,"questionnaire-qxhw",NA,31241654,NA,"complete",NA,"64dea3b32f0ee1f7f7627144","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,0,"Attention Check 2",2,"In","KLJAIBHCGDFE","1-0",1,"","MDPRF89348"
1,1692973427733,"25/08/2023 14:23",1692977027733,1,"25/08/2023 16:23",140895,11,"questionnaire-qxhw",NA,31363990,NA,"complete",NA,"64e8b6d7a33ee79f33a4f2d5","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x715",NA,NA,0,"Attention Check 2",2,"In","KLJAIBHCGDFE","1-0",1,"","MDPRF45704"
1,1692301538166,"17/08/2023 19:45",1692305138166,1,"17/08/2023 21:45",140895,11,"questionnaire-qxhw",NA,31240593,NA,"complete",NA,"64de76d5809a8c95d1d63c6b","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.203","1280x720","1225x601",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA","1-0",1,"","MDPRF70595"
1,1692298792272,"17/08/2023 18:59",1692302392272,1,"17/08/2023 20:59",140895,11,"questionnaire-qxhw",NA,31240231,NA,"complete",NA,"64de6c2068b434ec15bfd9f1","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","2560x1440","2844x1425",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL","1-0",1,"","MDPRF14173"
1,1692277845196,"17/08/2023 13:10",1692281445196,1,"17/08/2023 15:10",140895,11,"questionnaire-qxhw",NA,31233941,NA,"complete",NA,"64de194ef9f6bd8fc7879ae9","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJLK","1-0",1,"","MDPRF70880"
1,1692277181493,"17/08/2023 12:59",1692280781493,1,"17/08/2023 14:59",140895,11,"questionnaire-qxhw",NA,31233440,NA,"complete",NA,"64de178fa7e443a0cd6b10ed","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ","1-0",1,"","MDPRF18662"
1,1692713178375,"22/08/2023 14:06",1692716778375,1,"22/08/2023 16:06",140895,11,"questionnaire-qxhw",NA,31284927,NA,"complete",NA,"64e4bd6cb43152842353bf5b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC","1-0",1,"","MDPRF78305"
1,1692713152716,"22/08/2023 14:05",1692716752716,1,"22/08/2023 16:05",140895,11,"questionnaire-qxhw",NA,31284918,NA,"complete",NA,"64e4be227a043e01393606e6","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.6.1","1440x900","1440x820",NA,NA,0,"Attention Check 2",2,"In","KLJAIBHCGDFE","1-0",1,"","MDPRF71639"
1,1692715361191,"22/08/2023 14:42",1692718961191,1,"22/08/2023 16:42",140895,11,"questionnaire-qxhw",NA,31285762,NA,"complete",NA,"64e4beb229e55de2af7a9b3c","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 114.0.0.0","1440x900","1440x788",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF","1-0",1,"","MDPRF56870"
1,1692712812390,"22/08/2023 14:00",1692716412390,1,"22/08/2023 16:00",140895,11,"questionnaire-qxhw",NA,31284779,NA,"complete",NA,"64e4bd9f85b1f1977897adbe","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x941",NA,NA,0,"Attention Check 2",2,"In","HIGJFKELDACB","1-0",1,"","MDPRF86502"
1,1692976252300,"25/08/2023 15:10",1692983452300,2,"25/08/2023 19:10",140895,11,"questionnaire-qxhw",NA,31364676,NA,"complete",NA,"64e8c161eda1fc714616b040","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH","0-2",3,"","MDPRF12592"
1,1692976973244,"25/08/2023 15:22",1692980573244,1,"25/08/2023 17:22",140895,11,"questionnaire-qxhw",NA,31364895,NA,"complete",NA,"64e8c1c8e49d631ba7867880","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x782",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI","1-0",1,"","MDPRF17225"
1,1692977100231,"25/08/2023 15:25",1692980700231,1,"25/08/2023 17:25",140895,11,"questionnaire-qxhw",NA,31364929,NA,"complete",NA,"64e8c2263246ecbfdac10c37","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","681x626",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ","1-0",1,"","MDPRF53463"
1,1692977363134,"25/08/2023 15:29",1692980963134,1,"25/08/2023 17:29",140895,11,"questionnaire-qxhw",NA,31364992,NA,"complete",NA,"64e8c55351ef0a949e3a14ef","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1676x943","1676x787",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL","1-0",1,"","MDPRF34408"
1,1692916397247,"24/08/2023 22:33",1692919997247,1,"25/08/2023 00:33",140895,11,"questionnaire-qxhw",NA,31351684,NA,"complete",NA,"64e7d4c167044a4d485741b3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC","1-0",1,"","MDPRF78865"
1,1692962709467,"25/08/2023 11:25",1692966309467,1,"25/08/2023 13:25",140895,11,"questionnaire-qxhw",NA,31359867,NA,"complete",NA,"64e88c467150c4cc0bb7785a","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x963",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED","1",2,"","MDPRF65333"
1,1692975619135,"25/08/2023 15:00",1692979219135,1,"25/08/2023 17:00",140895,11,"questionnaire-qxhw",NA,31364506,NA,"complete",NA,"64e8bff75233a03e5a5be93f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF","1-0",1,"","MDPRF62860"
1,1692976268782,"25/08/2023 15:11",1692979868782,1,"25/08/2023 17:11",140895,11,"questionnaire-qxhw",NA,31364685,NA,"complete",NA,"64e8c073319f8a645bd79db7","computer","Desktop or Laptop","Windows 10","Edge 116.0.1938.54","1920x1080","1920x947",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG","1-0",1,"","MDPRF61122"
1,1692714812137,"22/08/2023 14:33",1692718412137,1,"22/08/2023 16:33",140895,11,"questionnaire-qxhw",NA,31285534,NA,"complete",NA,"64e4c41dd8b56f00e8cfdf89","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x603",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG","1-0",1,"","MDPRF82563"
1,1692716785652,"22/08/2023 15:06",1692720385652,1,"22/08/2023 17:06",140895,11,"questionnaire-qxhw",NA,31286324,NA,"complete",NA,"64e4c6f01c8e2c9970bb0330","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1470x956","1470x835",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH","1-0",1,"","MDPRF20210"
1,1692987666282,"25/08/2023 18:21",1692991266282,1,"25/08/2023 20:21",140895,11,"questionnaire-qxhw",NA,31366989,NA,"complete",NA,"64e8ec61acf8b08f47c7fbb3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1290x744",NA,NA,0,"Attention Check 2",2,"In","KLJAIBHCGDFE","1-0",1,"","MDPRF37840"
1,1692986966717,"25/08/2023 18:09",1692990566717,1,"25/08/2023 20:09",140895,11,"questionnaire-qxhw",NA,31366874,NA,"complete",NA,"64e8eb81c2fba210496dbf8c","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1042x711",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC","1-0",1,"","MDPRF79160"
1,1692986983872,"25/08/2023 18:09",1692990583872,1,"25/08/2023 20:09",140895,11,"questionnaire-qxhw",NA,31366876,NA,"complete",NA,"64e8ebc4f9034e9f4f9b0ce8","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x707",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED","1-0",1,"","MDPRF57557"
1,1692983936361,"25/08/2023 17:18",1692987536361,1,"25/08/2023 19:18",140895,11,"questionnaire-qxhw",NA,31366340,NA,"complete",NA,"64e8df6c8e442984863e2879","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.203","1536x864","1536x746",NA,NA,0,"Attention Check 2",2,"In","HIGJFKELDACB","1-0",1,"","MDPRF13951"
1,1692870233115,"24/08/2023 09:43",1692873833115,1,"24/08/2023 11:43",140895,11,"questionnaire-qxhw",NA,31337585,NA,"complete",NA,"64e72388c50ea4214e1f967d","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x955",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI","1-0",1,"","MDPRF12856"
1,1692874929619,"24/08/2023 11:02",1692878529619,1,"24/08/2023 13:02",140895,11,"questionnaire-qxhw",NA,31338443,NA,"complete",NA,"64e7351dd3605325835b20e5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x923",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ","1-0",1,"","MDPRF26467"
1,1692876117998,"24/08/2023 11:21",1692879717998,1,"24/08/2023 13:21",140895,11,"questionnaire-qxhw",NA,31339080,NA,"complete",NA,"64e73b372df0672f1f68065b","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1920x924",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJLK","1-0",1,"","MDPRF12547"
1,1692886870050,"24/08/2023 14:21",1692890470050,1,"24/08/2023 16:21",140895,11,"questionnaire-qxhw",NA,31344105,NA,"complete",NA,"64e765a0c5ab9947dc7e4b9a","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","2560x1440","2560x1323",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA","1-0",1,"","MDPRF33361"
1,1692892655347,"24/08/2023 15:57",1692896255347,1,"24/08/2023 17:57",140895,11,"questionnaire-qxhw",NA,31346797,NA,"complete",NA,"64e778d882cf7b155ffc55ff","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"Attention Check 2",2,"In","HIGJFKELDACB","1-0",1,"","MDPRF71005"
1,1692998420368,"25/08/2023 21:20",1693002020368,1,"25/08/2023 23:20",140895,11,"questionnaire-qxhw",NA,31368739,NA,"complete",NA,"64e91923c219a222500badce","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.4","1680x1050","1680x970",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF","1-0",1,"","MDPRF51078"
1,1693000597749,"25/08/2023 21:56",1693004197749,1,"25/08/2023 23:56",140895,11,"questionnaire-qxhw",NA,31369083,NA,"complete",NA,"64e9208a9d475fd37156b457","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","958x913",NA,NA,0,"Attention Check 2",2,"In","ABLCKDJEIFHG","1-0",1,"","MDPRF98981"
1,1693304002488,"29/08/2023 10:13",1693307602488,1,"29/08/2023 12:13",140895,11,"questionnaire-qxhw",NA,31400765,NA,"complete",NA,"64edc271e88d62c5288c6a0c","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1417x938",NA,NA,0,"Attention Check 2",2,"In","JKILHAGBFCED","1-0",1,"","MDPRF06248"
1,1693311867696,"29/08/2023 12:24",1693315467696,1,"29/08/2023 14:24",140895,11,"questionnaire-qxhw",NA,31403569,NA,"complete",NA,"64ede02c7b1170d446b4f634","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Attention Check 2",2,"In","LAKBJCIDHEGF","1-0",1,"","MDPRF87563"
1,1693044025974,"26/08/2023 10:00",1693047625974,1,"26/08/2023 12:00",140895,11,"questionnaire-qxhw",NA,31373769,NA,"complete",NA,"64e9c9c819f6a810c4677508","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"Attention Check 2",2,"In","BCADLEKFJGIH","1-0",1,"","MDPRF61705"
1,1693047664275,"26/08/2023 11:01",1693051264275,1,"26/08/2023 13:01",140895,11,"questionnaire-qxhw",NA,31374018,NA,"complete",NA,"64e9d90f1c7d214f420d3859","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x1001",NA,NA,0,"Attention Check 2",2,"In","CDBEAFLGKHJI","1-0",1,"","MDPRF47953"
1,1693048581874,"26/08/2023 11:16",1693052181874,1,"26/08/2023 13:16",140895,11,"questionnaire-qxhw",NA,31374077,NA,"complete",NA,"64e9dcecb8096b93e7a4868a","computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1536x774",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHLIKJ","1-0",1,"","MDPRF88145"
1,1693078245886,"26/08/2023 19:30",1693081845886,1,"26/08/2023 21:30",140895,11,"questionnaire-qxhw",NA,31378226,NA,"complete",NA,"64ea50d2839f1fb3977888e8","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1200x800","1200x670",NA,NA,0,"Attention Check 2",2,"In","EFDGCHBIAJLK","1-0",1,"","MDPRF80130"
1,1693085274103,"26/08/2023 21:27",1693088874103,1,"26/08/2023 23:27",140895,11,"questionnaire-qxhw",NA,31378873,NA,"complete",NA,"64ea6a0d9d6cddb270b45219","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x643",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKAL","1-0",1,"","MDPRF97792"
1,1693174603481,"27/08/2023 22:16",1693178203481,1,"28/08/2023 00:16",140895,11,"questionnaire-qxhw",NA,31384054,NA,"complete",NA,"64ebc99402fa49fbdc859e88","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","1920x955",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCLBA","1-0",1,"","MDPRF09619"
1,1693248217830,"28/08/2023 18:43",1693251817830,1,"28/08/2023 20:43",140895,11,"questionnaire-qxhw",NA,31393575,NA,"complete",NA,"64ecd9e87f3df9a7d2046281","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Attention Check 2",2,"In","IJHKGLFAEBDC","1-0",1,"","MDPRF96614"
